Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancel Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-01-10,17:49:26,CNR6218433,Incomplete,CUS77568,Mini,Dani Limda,Asarwa,,,,,,,1,Customer Demand,109.28,6.04,,
2025-01-30,19:29:28,CNR6784328,Success,CUS48191,Prime SUV,Sola,Bapugar,2.47,3.85,,,,,,,178.2,11.88,4.74,4.15
2025-01-05,13:30:36,CNR6233668,Incomplete,CUS80733,Auto,ranpura,Ellis Bridge,,,,,,,1,Vehicle Breakdown,142.56,7.92,,
2025-01-13,03:06:33,CNR3129313,Success,CUS29527,Bike,Rakhial,rol,9.69,5.22,,,,,,,184.05,12.27,3.74,4.24
2025-01-13,00:04:07,CNR9825208,Success,CUS18168,Prime SUV,Ghatlodia,Motera,8.69,6.05,,,,,,,158.4,10.56,3.61,3.92
2025-01-18,02:25:05,CNR6810420,Cancelled by Driver,CUS90695,Auto,Bodakdev,Sola,,,,,1,The customer was coughing/sick,,,322.02,17.89,,
2025-01-02,22:01:28,CNR1381394,Incomplete,CUS83262,Prime Sedan,Sabarmati,Nikol,,,,,,,1,Other Issue,252.45,16.83,,
2025-01-17,19:26:37,CNR4011533,Success,CUS41618,Auto,Isanpur,roda,3.45,6.95,,,,,,,124.65,8.31,4.62,4.44
2025-01-18,21:47:34,CNR5473930,Success,CUS59014,Mini,Motera,Shahpur,4.93,6.84,,,,,,,178.56,9.92,3.75,4.56
2025-01-18,14:56:08,CNR3649274,Cancelled by Driver,CUS27411,Prime Sedan,Rakhial,Jamalpur,,,,,1,The customer was coughing/sick,,,135.54,7.53,,
2025-01-30,10:47:06,CNR7575132,Cancelled by Driver,CUS20228,Prime Sedan,Vastrapur,Bodakdev,,,,,1,Customer related issue,,,275.1,18.34,,
2025-01-01,04:42:07,CNR9271259,Cancelled by Driver,CUS47020,eBike,Gota,Manigar,,,,,1,Customer related issue,,,229.5,15.3,,
2025-01-11,19:43:23,CNR2333109,Success,CUS82328,Bike,Ranip,Ellis Bridge,5.49,7.25,,,,,,,315.18,17.51,4.21,3.95
2025-01-21,11:21:17,CNR9026681,Incomplete,CUS86247,Prime Plus,Judges Bunglow,Judges Bunglow,,,,,,,1,Customer Demand,223.2,14.88,,
2025-01-30,06:31:51,CNR8577090,Success,CUS87095,Mini,Shahibaug,Bopal,3.69,4.49,,,,,,,101.97,4.11,4.61,4.61
2025-01-25,02:31:42,CNR5608210,Success,CUS92555,eBike,Satellite,Isanpur,5,5.02,,,,,,,92.28,3.54,3.58,4.17
2025-01-13,05:13:24,CNR6426160,Success,CUS61727,Prime SUV,Bapugar,Shahpur,5.16,3.81,,,,,,,129.15,8.61,4.83,4.42
2025-01-26,07:42:12,CNR4161799,Success,CUS22610,Prime Plus,Gota,Dani Limda,3.62,5.21,,,,,,,291.78,16.21,4.68,3.8
2025-01-31,21:40:14,CNR1602333,Success,CUS28666,Mini,Bapugar,Bodakdev,3.81,7.17,,,,,,,218.25,14.55,4.03,4.53
2025-01-29,15:16:47,CNR3340279,Incomplete,CUS64477,Mini,Vas,roda,,,,,,,1,Other Issue,149.36,3.94,,
2025-01-19,20:22:17,CNR3815591,Success,CUS83765,Prime Plus,Shahibaug,Ranip,2.16,6.59,,,,,,,159.3,8.85,4.13,4.13
2025-01-06,02:53:39,CNR1321842,Success,CUS92841,Prime Plus,Judges Bunglow,Dariyapur,6.09,3.46,,,,,,,285.6,19.04,4.57,4.48
2025-01-01,17:31:37,CNR7307435,Success,CUS91772,Prime SUV,Behrampura,CTM,2.22,3.04,,,,,,,121.5,8.1,3.55,4.44
2025-01-17,16:48:03,CNR6565034,Success,CUS78640,Prime Sedan,Vastrapur,Lambha,7.78,3.58,,,,,,,137.62,1.28,4.59,4.69
2025-01-23,06:19:03,CNR2091989,Cancelled by Driver,CUS98463,Mini,Bodakdev,Ambawadi,,,,,1,The customer was coughing/sick,,,278.85,18.59,,
2025-01-16,12:08:53,CNR5707497,Success,CUS27162,Prime Sedan,Asarwa,ranpura,3.74,3.93,,,,,,,114.4,6.32,4.28,3.75
2025-01-23,20:52:40,CNR4904952,Incomplete,CUS48718,Bike,roda,Odhav,,,,,,,1,Vehicle Breakdown,237.45,15.83,,
2025-01-13,11:27:38,CNR8066356,Incomplete,CUS25218,Bike,Satellite,Shahibaug,,,,,,,1,Other Issue,111.3,7.42,,
2025-01-28,13:25:16,CNR3553397,Cancelled by Driver,CUS82318,Prime Plus,Thaltej,vrangpura,,,,,1,More than permitted people in there,,,163.35,10.89,,
2025-01-23,09:20:03,CNR5562059,Incomplete,CUS86970,Auto,Sindhu Bhavan,Ranip,,,,,,,1,Other Issue,249.75,16.65,,
2025-01-14,10:56:04,CNR2486889,Cancelled by Customer,CUS71587,Prime Sedan,Vastrapur,Satellite,,,1,Wrong Address,,,,,87.29,6.42,,
2025-01-22,01:21:50,CNR8852860,Cancelled by Driver,CUS23229,eBike,Bodakdev,Vejalpur,,,,,1,More than permitted people in there,,,88.07,4.15,,
2025-01-23,23:07:04,CNR7700880,Success,CUS31662,Auto,Rakhial,Ranip,6.01,2.27,,,,,,,171.75,11.45,3.85,4.26
2025-01-16,20:28:03,CNR2656138,Success,CUS64275,Mini,Asarwa,Science City,8.39,3.53,,,,,,,250.8,16.72,3.85,4.95
2025-01-01,20:06:42,CNR9854918,Incomplete,CUS64134,eBike,Manigar,Odhav,,,,,,,1,Other Issue,235.8,15.72,,
2025-01-23,15:36:57,CNR4748675,Success,CUS64537,Prime SUV,Bapugar,Raipur,9.11,5.71,,,,,,,169.65,11.31,4.72,4.83
2025-01-16,02:59:03,CNR9360260,Success,CUS27219,Auto,Ellis Bridge,Asarwa,7.31,6.11,,,,,,,136.8,9.12,3.6,3.6
2025-01-14,08:16:14,CNR3540454,Cancelled by Customer,CUS84655,eBike,Behrampura,Vejalpur,,,1,Driver asked to cancel,,,,,261,17.4,,
2025-01-31,03:54:06,CNR8571870,Cancelled by Driver,CUS34158,Prime Sedan,Saraspur,Ghatlodia,,,,,1,Customer related issue,,,132.3,8.82,,
2025-01-03,06:00:01,CNR7005318,Success,CUS98575,Prime SUV,Rakhial,Lambha,3.14,5.05,,,,,,,259.5,17.3,4.73,4.15
2025-01-06,16:07:49,CNR3932432,Success,CUS81129,Mini,Ambawadi,roda,9.98,5.09,,,,,,,228,15.2,3.83,3.99
2025-01-28,09:34:03,CNR5190868,Success,CUS77926,Prime Plus,Prahlad gar,Judges Bunglow,8.08,5.73,,,,,,,264.75,17.65,3.87,4.34
2025-01-10,00:57:33,CNR5324403,Success,CUS44808,Bike,Satellite,Thaltej,8.79,7.99,,,,,,,280.05,18.67,4.65,4.49
2025-01-03,20:01:53,CNR2602013,Cancelled by Driver,CUS77698,Auto,Vas,Kalupur,,,,,1,The customer was coughing/sick,,,267.45,17.83,,
2025-01-11,22:03:04,CNR9306270,Success,CUS72934,Bike,Sola,Vejalpur,5.35,6.04,,,,,,,237.06,13.17,3.98,4.07
2025-01-12,05:46:01,CNR3031423,Success,CUS21088,Prime SUV,Nikol,Behrampura,9.92,5.09,,,,,,,273.24,15.18,3.94,4.45
2025-01-28,07:31:03,CNR7070593,Cancelled by Driver,CUS93745,Auto,Vejalpur,Dariyapur,,,,,1,Customer related issue,,,145.2,9.68,,
2025-01-24,21:59:21,CNR7247014,Success,CUS86062,Bike,Gurukul,Bapugar,4.43,3.86,,,,,,,106.28,2.82,4.66,4.51
2025-01-24,04:49:36,CNR6498588,Success,CUS97164,eBike,CTM,Motera,4.4,7.77,,,,,,,122.23,1.34,4.54,3.83
2025-01-31,09:46:29,CNR3923810,Cancelled by Driver,CUS58769,Mini,Khokhra,Dariyapur,,,,,1,The customer was coughing/sick,,,158.7,10.58,,
2025-01-17,03:42:54,CNR4968186,Success,CUS79825,eBike,Sola,Sindhu Bhavan,9.6,7.92,,,,,,,138.42,5.57,4.9,4.73
2025-01-30,11:12:04,CNR5949842,Success,CUS99327,Mini,Vas,Jodhpur,7.23,6.37,,,,,,,109.95,7.33,4.68,3.67
2025-01-04,03:21:55,CNR1736724,Incomplete,CUS81753,eBike,Nikol,roda,,,,,,,1,Vehicle Breakdown,186.12,10.34,,
2025-01-20,18:03:37,CNR4032994,Cancelled by Customer,CUS54976,Prime Sedan,Kankaria,Judges Bunglow,,,1,Change of plans,,,,,249.3,16.62,,
2025-01-25,03:30:08,CNR4198038,Success,CUS95395,Prime Sedan,SG Highway,Ambawadi,6.16,4.14,,,,,,,120.06,6.67,4.68,3.89
2025-01-07,13:21:26,CNR6419369,Success,CUS58869,Prime Sedan,Nikol,Isanpur,7.01,3.61,,,,,,,119.25,7.95,3.63,4.17
2025-01-02,02:14:03,CNR3544687,Success,CUS85164,Bike,Ranip,Shahibaug,2.87,4.47,,,,,,,146.1,9.74,4.83,4.84
2025-01-22,19:02:17,CNR8100467,Success,CUS74261,Prime Sedan,Khokhra,Sola,7.89,6.57,,,,,,,257.4,17.16,3.68,4.5
2025-01-27,22:55:35,CNR1356230,Cancelled by Driver,CUS70995,Prime SUV,Thaltej,Bopal,,,,,1,Customer related issue,,,230.7,15.38,,
2025-01-19,10:13:30,CNR4510783,Incomplete,CUS43775,Prime SUV,Science City,rol,,,,,,,1,Vehicle Breakdown,140.04,7.78,,
2025-01-03,19:04:12,CNR4914499,Success,CUS41476,Prime Sedan,Lambha,Manigar,7.9,2.37,,,,,,,103.05,6.87,4.36,4.33
2025-01-01,19:46:03,CNR6190629,Incomplete,CUS20255,Mini,Memgar,Bopal,,,,,,,1,Vehicle Breakdown,103.08,5.08,,
2025-01-30,22:35:04,CNR4856096,Success,CUS46092,Prime Sedan,Memgar,Behrampura,8.27,2.16,,,,,,,143.25,9.55,3.87,4.65
2025-01-07,18:25:56,CNR4416245,Success,CUS41537,eBike,Odhav,SG Highway,2.39,3.79,,,,,,,119.47,6.66,4.34,4.48
2025-01-31,11:45:16,CNR5605680,Success,CUS41880,Mini,Shahpur,Satellite,3.96,3.36,,,,,,,255.75,17.05,3.87,4.39
2025-01-31,13:29:31,CNR6585239,Success,CUS37861,eBike,Jodhpur,ranpura,7.64,4.4,,,,,,,185.1,12.34,4.85,4.17
2025-01-22,19:28:35,CNR7140784,Success,CUS95138,eBike,Bapugar,vrangpura,6.32,4.38,,,,,,,297.9,19.86,4.94,3.68
2025-01-26,03:51:23,CNR9637528,Success,CUS49992,Prime Sedan,Bapugar,Vas,2.61,2.68,,,,,,,138.37,1.17,4.5,4.39
2025-01-27,12:49:16,CNR2984605,Cancelled by Driver,CUS49717,Auto,SG Highway,Memgar,,,,,1,Customer related issue,,,93.36,4.51,,
2025-01-31,08:00:57,CNR5101099,Success,CUS71685,Auto,Nikol,Shahpur,4.9,6.62,,,,,,,269.85,17.99,3.52,4.57
2025-01-09,06:08:31,CNR9838274,Success,CUS20840,Mini,Rakhial,Thaltej,9.22,3.32,,,,,,,266.7,17.78,4.71,4.35
2025-01-24,09:11:16,CNR3522606,Cancelled by Driver,CUS81368,Mini,Jamalpur,Isanpur,,,,,1,More than permitted people in there,,,112.32,4.08,,
2025-01-08,04:50:16,CNR3913744,Cancelled by Driver,CUS32987,Prime SUV,Shahpur,Kalupur,,,,,1,The customer was coughing/sick,,,291.9,19.46,,
2025-01-18,02:15:26,CNR7689338,Success,CUS13763,Mini,vrangpura,Dariyapur,5.99,3.35,,,,,,,82.55,3.87,4.36,4.37
2025-01-01,15:50:22,CNR4959835,Incomplete,CUS63735,Prime SUV,Sindhu Bhavan,Shahpur,,,,,,,1,Customer Demand,228.75,15.25,,
2025-01-28,10:02:20,CNR9233753,Cancelled by Driver,CUS97095,Prime Plus,Rakhial,Vatva,,,,,1,The customer was coughing/sick,,,187.35,12.49,,
2025-01-24,10:52:40,CNR9617663,Success,CUS18702,Bike,roda,Chandkheda,4.05,3.11,,,,,,,261,17.4,3.86,4.84
2025-01-17,18:02:18,CNR1593013,Success,CUS52832,Prime Sedan,Science City,Gurukul,2.89,2.49,,,,,,,260.4,17.36,4.89,3.56
2025-01-20,22:48:14,CNR3795292,Success,CUS33293,Bike,Gurukul,Judges Bunglow,5.18,4.73,,,,,,,88.92,3.43,4.43,4.04
2025-01-14,01:24:55,CNR8202630,Success,CUS36921,Prime Sedan,Behrampura,Nikol,4.31,3.5,,,,,,,167.85,11.19,4.7,3.67
2025-01-12,21:37:50,CNR2434209,Success,CUS18489,Prime SUV,Lambha,Chandkheda,3.91,3.18,,,,,,,235.98,13.11,4.08,4.17
2025-01-24,22:21:49,CNR6142249,Success,CUS25677,eBike,Kalupur,Ambawadi,3.37,4.13,,,,,,,119.55,7.97,4.16,3.57
2025-01-28,13:13:19,CNR9590553,Cancelled by Driver,CUS53251,Prime Sedan,Memgar,Raipur,,,,,1,Customer related issue,,,94.44,4.53,,
2025-01-29,00:02:23,CNR3816162,Success,CUS73397,Prime SUV,Jodhpur,Judges Bunglow,2.67,7.77,,,,,,,108.94,5.68,4.96,3.55
2025-01-11,06:40:55,CNR5839749,Success,CUS42518,Mini,Vejalpur,Asarwa,3.5,5.39,,,,,,,110.34,6.13,3.53,3.78
2025-01-28,03:34:31,CNR4451017,Success,CUS59011,Prime Sedan,Vatva,Kalupur,5.86,2.23,,,,,,,99.67,1.25,3.8,4.18
2025-01-04,09:25:57,CNR7070074,Success,CUS54362,Bike,Bodakdev,Bapugar,3.41,4.91,,,,,,,349.92,19.44,4.26,4
2025-01-07,11:59:54,CNR7599333,Cancelled by Driver,CUS19235,Auto,Ranip,Shahpur,,,,,1,The customer was coughing/sick,,,136.35,9.09,,
2025-01-07,13:56:43,CNR7287188,Success,CUS14633,eBike,ranpura,rol,3.67,6.32,,,,,,,168.45,11.23,4.79,3.74
2025-01-25,15:18:18,CNR1277403,Cancelled by Driver,CUS60625,Prime Plus,Memgar,Ambawadi,,,,,1,The customer was coughing/sick,,,101.65,4.87,,
2025-01-22,02:32:27,CNR2684426,Success,CUS52171,Auto,Manigar,Prahlad gar,8.14,2.94,,,,,,,298.35,19.89,4.64,4.49
2025-01-24,08:39:56,CNR2680267,Cancelled by Driver,CUS88930,eBike,Motera,Sabarmati,,,,,1,Customer related issue,,,295.35,19.69,,
2025-01-08,07:40:54,CNR5368139,Incomplete,CUS45728,Prime SUV,Khokhra,Asarwa,,,,,,,1,Other Issue,117.98,2.99,,
2025-01-17,17:03:32,CNR5115199,Cancelled by Customer,CUS60234,Prime Plus,Khokhra,Ambawadi,,,1,Wrong Address,,,,,83.54,1.8,,
2025-01-27,18:42:59,CNR2367868,Incomplete,CUS52939,Prime Plus,vrangpura,CTM,,,,,,,1,Other Issue,163.35,10.89,,
2025-01-03,00:12:09,CNR9989522,Incomplete,CUS89638,Mini,Kankaria,CTM,,,,,,,1,Other Issue,187.95,12.53,,
2025-01-14,01:32:52,CNR3586204,Success,CUS94357,Auto,Thaltej,Memgar,9.55,3.19,,,,,,,194.7,12.98,3.79,4.47
2025-01-19,16:38:42,CNR4451310,Cancelled by Driver,CUS19188,eBike,Vastrapur,Behrampura,,,,,1,More than permitted people in there,,,158.22,8.79,,
2025-01-31,21:31:25,CNR6649909,Success,CUS33777,eBike,Jamalpur,Chandkheda,2.26,6.62,,,,,,,86.88,4.08,4.93,3.71
2025-01-09,03:01:34,CNR1153854,Cancelled by Driver,CUS46434,eBike,SG Highway,Dani Limda,,,,,1,The customer was coughing/sick,,,231.75,15.45,,
2025-01-02,18:37:57,CNR7857927,Incomplete,CUS31894,Prime Plus,Bodakdev,Vastrapur,,,,,,,1,Customer Demand,113.52,3.49,,
2025-01-25,22:13:43,CNR6894748,Success,CUS49750,Mini,Nikol,Kalupur,5.97,4.54,,,,,,,165.42,9.19,4.54,4.64
2025-01-02,02:49:02,CNR4420518,Success,CUS29570,Prime Sedan,Ambawadi,Judges Bunglow,9.27,2.36,,,,,,,171,11.4,4.19,4.82
2025-01-06,06:10:05,CNR3561112,Cancelled by Driver,CUS42137,Bike,Shahibaug,Odhav,,,,,1,Customer related issue,,,167.25,11.15,,
2025-01-11,03:31:31,CNR9749380,Success,CUS12638,eBike,Lambha,Science City,9.51,4.68,,,,,,,172.98,9.61,4.41,4.93
2025-01-17,10:08:37,CNR3630700,Success,CUS71781,Bike,Shahpur,Kalupur,2.91,6.19,,,,,,,205.8,13.72,4.83,4.02
2025-01-22,18:27:44,CNR1646360,Incomplete,CUS60095,Prime Sedan,ranpura,Saraspur,,,,,,,1,Customer Demand,160.8,10.72,,
2025-01-30,14:19:34,CNR4769033,Cancelled by Driver,CUS43384,Bike,Saraspur,Bodakdev,,,,,1,Customer related issue,,,234.45,15.63,,
2025-01-05,20:43:33,CNR4886796,Cancelled by Driver,CUS25013,Prime Plus,ranpura,Dani Limda,,,,,1,Customer related issue,,,333,18.5,,
2025-01-22,02:39:19,CNR4922744,Success,CUS34199,Prime SUV,Thaltej,Vastrapur,3.1,7.6,,,,,,,216.3,14.42,4.41,4.74
2025-01-30,05:57:37,CNR4416964,Success,CUS81233,Prime SUV,Vas,Satellite,2.74,4.55,,,,,,,134.48,6.14,4.49,4.52
2025-01-29,09:57:33,CNR8117628,Success,CUS26881,eBike,Bodakdev,Bapugar,5.27,6.05,,,,,,,98.26,6.5,3.82,3.7
2025-01-13,16:12:12,CNR4586635,Cancelled by Customer,CUS89022,Prime Plus,vrangpura,Gurukul,,,1,AC is not working (Only for 4-wheelers),,,,,173.1,11.54,,
2025-01-13,01:41:15,CNR1376928,Cancelled by Driver,CUS40135,Prime Sedan,ranpura,CTM,,,,,1,The customer was coughing/sick,,,150.3,10.02,,
2025-01-10,06:36:06,CNR7254522,Incomplete,CUS84885,Bike,rol,Khokhra,,,,,,,1,Vehicle Breakdown,269.85,17.99,,
2025-01-19,14:51:17,CNR8141933,Cancelled by Driver,CUS38410,Prime Sedan,Gota,Saraspur,,,,,1,Persol & Car related issues,,,359.82,19.99,,
2025-01-18,03:42:31,CNR3776459,Success,CUS55770,Prime Plus,Sola,Chandkheda,9.72,3.89,,,,,,,124.92,6.94,4.18,4.09
2025-01-20,09:48:48,CNR4265476,Success,CUS62536,Bike,Ghatlodia,Judges Bunglow,2.45,5.09,,,,,,,280.05,18.67,3.51,4.72
2025-01-09,17:07:33,CNR2158936,Success,CUS54179,Bike,Paldi,ranpura,2.18,3.11,,,,,,,113.75,4.9,4.41,4.16
2025-01-12,07:46:15,CNR3401344,Success,CUS59862,Prime SUV,Satellite,Sindhu Bhavan,7.52,4.81,,,,,,,289.26,16.07,3.76,4.7
2025-01-29,23:46:19,CNR3001236,Success,CUS91544,Auto,Chandkheda,Dariyapur,6.74,6.74,,,,,,,264.6,17.64,3.57,3.85
2025-01-30,12:00:36,CNR7151801,Success,CUS36991,Bike,Kalupur,Judges Bunglow,8.66,4.88,,,,,,,261.45,17.43,4.59,3.5
2025-01-21,13:37:06,CNR7725500,Incomplete,CUS95915,Prime Plus,Memgar,Ellis Bridge,,,,,,,1,Other Issue,194.25,12.95,,
2025-01-09,02:00:02,CNR9831695,Incomplete,CUS28975,eBike,Gurukul,Khokhra,,,,,,,1,Other Issue,119.33,4.27,,
2025-01-07,20:35:34,CNR1333914,Success,CUS11015,eBike,rol,Science City,3.25,6.55,,,,,,,141.71,4.64,4.8,3.85
2025-01-22,14:43:57,CNR3598708,Incomplete,CUS26860,Prime Plus,Gota,Sabarmati,,,,,,,1,Vehicle Breakdown,82.87,5.61,,
2025-01-11,10:47:27,CNR3062289,Success,CUS74492,Prime Plus,Jodhpur,Bodakdev,9.68,3.59,,,,,,,197.28,10.96,4.26,4.75
2025-01-26,23:51:09,CNR5930450,Cancelled by Driver,CUS43898,Bike,Ranip,Dani Limda,,,,,1,More than permitted people in there,,,232.38,12.91,,
2025-01-30,19:51:14,CNR9068592,Success,CUS60427,Auto,Gota,Bopal,2.56,3.38,,,,,,,283.35,18.89,4.22,4.48
2025-01-14,01:02:59,CNR9372648,Success,CUS54474,Bike,Prahlad gar,Kalupur,8.41,7.51,,,,,,,263.85,17.59,3.67,3.98
2025-01-30,16:09:13,CNR7189502,Cancelled by Driver,CUS64563,Prime Plus,Ghatlodia,Ghatlodia,,,,,1,More than permitted people in there,,,106.05,7.07,,
2025-01-01,23:13:15,CNR3708263,Success,CUS25049,Prime SUV,Asarwa,Bodakdev,7.45,4.1,,,,,,,104.1,6.94,3.6,3.52
2025-01-02,13:54:14,CNR3800180,Success,CUS48941,eBike,Bopal,vrangpura,5.24,3.84,,,,,,,265.65,17.71,4.41,4.87
2025-01-24,07:57:11,CNR2763939,Success,CUS12520,Prime SUV,Saraspur,vrangpura,4.96,6.87,,,,,,,156.15,10.41,4.5,3.94
2025-01-02,03:06:09,CNR4693568,Success,CUS57616,Prime Sedan,Motera,Jodhpur,6.79,2.12,,,,,,,237.45,15.83,4.49,3.9
2025-01-23,09:55:55,CNR7713827,Cancelled by Driver,CUS99039,Prime Sedan,Bopal,Chandkheda,,,,,1,The customer was coughing/sick,,,292.65,19.51,,
2025-01-21,04:08:16,CNR3109913,Success,CUS56898,Mini,Satellite,Bopal,3.73,7.58,,,,,,,100.01,6.17,3.53,3.77
2025-01-30,14:15:28,CNR8616860,Incomplete,CUS73083,Auto,Dariyapur,Dani Limda,,,,,,,1,Customer Demand,117.15,7.81,,
2025-01-17,06:00:32,CNR3837800,Success,CUS82045,Auto,Thaltej,Bopal,5.72,2.47,,,,,,,260.85,17.39,3.59,3.87
2025-01-31,22:32:18,CNR1223444,Success,CUS29626,Prime Plus,Isanpur,Dariyapur,2.47,2.9,,,,,,,228,15.2,4.77,4.67
2025-01-30,10:48:32,CNR7943107,Cancelled by Driver,CUS24149,Mini,CTM,Sabarmati,,,,,1,More than permitted people in there,,,162,10.8,,
2025-01-22,17:52:15,CNR1010089,Success,CUS69256,Auto,Jamalpur,Bopal,3.92,6.61,,,,,,,191.85,12.79,3.66,3.84
2025-01-26,01:41:18,CNR7732076,Success,CUS88119,Prime SUV,Paldi,Jamalpur,6.66,2.59,,,,,,,295.92,16.44,4.27,4.25
2025-01-28,09:05:49,CNR3816750,Incomplete,CUS83797,Prime SUV,Kankaria,roda,,,,,,,1,Vehicle Breakdown,130.65,8.71,,
2025-01-29,18:46:35,CNR2445905,Cancelled by Driver,CUS44404,Prime Plus,vrangpura,Nikol,,,,,1,Persol & Car related issues,,,115.05,3.49,,
2025-01-01,13:08:56,CNR6950508,Success,CUS91128,eBike,Dani Limda,Satellite,5.3,6.76,,,,,,,127.05,8.47,4.21,3.88
2025-01-03,10:04:22,CNR2760236,Success,CUS80064,Prime Sedan,SG Highway,Gota,8.24,4.29,,,,,,,221.4,14.76,3.74,4.8
2025-01-09,18:50:14,CNR8274433,Cancelled by Customer,CUS14955,Bike,ranpura,Asarwa,,,1,AC is not working (Only for 4-wheelers),,,,,111.91,2.4,,
2025-01-22,21:48:43,CNR8846278,Success,CUS49564,Mini,Vejalpur,Vejalpur,2.43,3.66,,,,,,,157.5,10.5,3.68,4.92
2025-01-29,19:45:07,CNR7938421,Success,CUS97819,Bike,Vatva,Kalupur,3.99,6.2,,,,,,,123.52,4.41,4.91,4.93
2025-01-19,21:27:49,CNR9654234,Success,CUS48881,Bike,Judges Bunglow,Ghatlodia,3.66,4.47,,,,,,,355.68,19.76,4.99,4.78
2025-01-31,17:14:40,CNR4933751,Success,CUS78224,Prime Plus,Ranip,Dani Limda,8.32,7.77,,,,,,,241.95,16.13,4.77,3.86
2025-01-13,02:16:17,CNR1662829,Cancelled by Customer,CUS53453,Auto,ranpura,Sindhu Bhavan,,,1,Change of plans,,,,,114.15,7.61,,
2025-01-14,16:26:34,CNR2843266,Success,CUS56912,Prime Plus,Saraspur,Paldi,4.38,6.34,,,,,,,192.9,12.86,4.54,4.97
2025-01-19,09:26:13,CNR6202386,Incomplete,CUS78545,Prime Plus,Ranip,Ghatlodia,,,,,,,1,Other Issue,355.32,19.74,,
2025-01-05,20:24:30,CNR6683985,Success,CUS56753,Prime Plus,ranpura,Dariyapur,4.14,2.04,,,,,,,259.74,14.43,3.55,3.75
2025-01-31,05:17:24,CNR7167987,Incomplete,CUS55008,eBike,Sindhu Bhavan,Memgar,,,,,,,1,Vehicle Breakdown,148.94,1.07,,
2025-01-23,15:25:02,CNR4769295,Success,CUS33326,Prime Plus,Behrampura,Dani Limda,2.32,3.69,,,,,,,111.9,7.46,4.02,4.49
2025-01-15,04:15:35,CNR2883574,Success,CUS69743,Mini,Bodakdev,Vas,3.47,7.72,,,,,,,239.85,15.99,4.86,4.24
2025-01-19,11:05:51,CNR4437876,Success,CUS44640,Prime Plus,Dariyapur,rol,3.71,7.34,,,,,,,271.8,15.1,3.56,3.97
2025-01-24,15:33:45,CNR7876574,Success,CUS62284,Prime Sedan,Isanpur,Asarwa,9.09,6.23,,,,,,,141,9.4,4.11,4.84
2025-01-21,13:53:58,CNR7623580,Success,CUS88450,eBike,Asarwa,Gota,4.73,6.88,,,,,,,189.45,12.63,4.76,3.54
2025-01-29,14:38:09,CNR3447692,Success,CUS72935,Auto,roda,Behrampura,9.5,5.48,,,,,,,184.95,12.33,4.13,4.34
2025-01-21,14:35:24,CNR8429321,Success,CUS10264,Bike,Ghatlodia,Memgar,8.15,7.74,,,,,,,106.67,5.7,4.21,4.27
2025-01-04,02:53:55,CNR1384460,Incomplete,CUS57527,Prime Sedan,rol,Odhav,,,,,,,1,Other Issue,215.28,11.96,,
2025-01-08,13:11:55,CNR2806270,Incomplete,CUS83379,Prime SUV,Bopal,Bopal,,,,,,,1,Customer Demand,237.15,15.81,,
2025-01-24,14:40:30,CNR1172238,Success,CUS19286,eBike,Dani Limda,Isanpur,7.42,6.49,,,,,,,84.68,3.7,3.77,4.6
2025-01-27,18:25:01,CNR1452659,Cancelled by Driver,CUS57116,Prime Sedan,SG Highway,rol,,,,,1,Persol & Car related issues,,,88.56,3.68,,
2025-01-04,01:30:29,CNR2753730,Success,CUS35328,Prime Sedan,Rakhial,Manigar,9.5,7.48,,,,,,,293.94,16.33,4.58,4.46
2025-01-03,06:44:54,CNR8719927,Incomplete,CUS98357,Mini,Kalupur,Kalupur,,,,,,,1,Other Issue,253.05,16.87,,
2025-01-10,18:32:52,CNR2119899,Incomplete,CUS87996,Prime SUV,Ellis Bridge,Shahibaug,,,,,,,1,Vehicle Breakdown,151.95,10.13,,
2025-01-10,15:43:09,CNR7321268,Incomplete,CUS52354,Prime Sedan,roda,Memgar,,,,,,,1,Customer Demand,239.25,15.95,,
2025-01-02,04:18:32,CNR5849507,Cancelled by Customer,CUS25054,Prime SUV,Shahpur,Bopal,,,1,Change of plans,,,,,131.55,8.77,,
2025-01-27,03:34:31,CNR3726007,Success,CUS99585,Mini,Sindhu Bhavan,Memgar,3.89,5.15,,,,,,,221.55,14.77,4.8,3.56
2025-01-09,01:40:16,CNR6015576,Cancelled by Driver,CUS96841,eBike,Shahpur,Vatva,,,,,1,The customer was coughing/sick,,,228.45,15.23,,
2025-01-11,13:19:59,CNR1955079,Success,CUS94288,Prime SUV,Gota,Behrampura,4.73,4,,,,,,,251.82,13.99,3.67,3.89
2025-01-31,18:52:55,CNR5549940,Success,CUS59550,Bike,Dani Limda,Dani Limda,9.34,6.73,,,,,,,118,1.66,3.69,3.73
2025-01-12,14:31:52,CNR6530429,Success,CUS23128,Mini,Bapugar,Prahlad gar,4.3,7.63,,,,,,,248.04,13.78,3.86,4.88
2025-01-19,04:21:37,CNR1037601,Success,CUS92627,Auto,vrangpura,Kankaria,2.18,6.64,,,,,,,258.66,14.37,3.54,4.86
